timestamp,rule.id,rule.level,rule.groups,agent.name,agent.ip,decoder.name,full_log,syscheck.path,syscheck.event,syscheck.md5_after,scenario,label
2026-06-22T05:50:23.122+0000,5503,5,"['pam', 'syslog', 'authentication_failed']",wazuh-manager,,pam,2026-06-22T05:50:21.207827+00:00 wazuh-manager sshd[2713]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=45.153.34.112 ,,,,ddos,0
2026-06-22T05:50:25.124+0000,5710,5,"['syslog', 'sshd', 'authentication_failed', 'invalid_login']",wazuh-manager,,sshd,2026-06-22T05:50:23.733197+00:00 wazuh-manager sshd[2713]: Failed password for invalid user minecraft from 45.153.34.112 port 39596 ssh2,,,,ddos,0
2026-06-22T05:50:27.126+0000,5710,5,"['syslog', 'sshd', 'authentication_failed', 'invalid_login']",wazuh-manager,,sshd,2026-06-22T05:50:26.891901+00:00 wazuh-manager sshd[2715]: Invalid user linux from 45.153.34.112 port 45776,,,,ddos,0
2026-06-22T05:50:27.126+0000,5503,5,"['pam', 'syslog', 'authentication_failed']",wazuh-manager,,pam,2026-06-22T05:50:27.055604+00:00 wazuh-manager sshd[2715]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=45.153.34.112 ,,,,ddos,0
2026-06-22T05:50:29.128+0000,5710,5,"['syslog', 'sshd', 'authentication_failed', 'invalid_login']",wazuh-manager,,sshd,2026-06-22T05:50:29.069370+00:00 wazuh-manager sshd[2715]: Failed password for invalid user linux from 45.153.34.112 port 45776 ssh2,,,,ddos,0
2026-06-22T05:50:31.130+0000,5710,5,"['syslog', 'sshd', 'authentication_failed', 'invalid_login']",wazuh-manager,,sshd,2026-06-22T05:50:29.335305+00:00 wazuh-manager sshd[2717]: Invalid user myuser from 45.153.34.112 port 45784,,,,ddos,0
2026-06-22T05:50:31.130+0000,5503,5,"['pam', 'syslog', 'authentication_failed']",wazuh-manager,,pam,2026-06-22T05:50:29.511444+00:00 wazuh-manager sshd[2717]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=45.153.34.112 ,,,,ddos,0
2026-06-22T05:50:33.132+0000,5712,10,"['syslog', 'sshd', 'authentication_failures']",wazuh-manager,,sshd,2026-06-22T05:50:31.801118+00:00 wazuh-manager sshd[2717]: Failed password for invalid user myuser from 45.153.34.112 port 45784 ssh2,,,,ddos,0
2026-06-22T05:50:33.132+0000,5710,5,"['syslog', 'sshd', 'authentication_failed', 'invalid_login']",wazuh-manager,,sshd,2026-06-22T05:50:31.553232+00:00 wazuh-manager sshd[2719]: Invalid user uploader from 45.153.34.112 port 45800,,,,ddos,0
2026-06-22T05:50:33.132+0000,5503,5,"['pam', 'syslog', 'authentication_failed']",wazuh-manager,,pam,2026-06-22T05:50:31.827849+00:00 wazuh-manager sshd[2719]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=45.153.34.112 ,,,,ddos,0
2026-06-22T05:50:33.132+0000,5710,5,"['syslog', 'sshd', 'authentication_failed', 'invalid_login']",wazuh-manager,,sshd,2026-06-22T05:50:33.058735+00:00 wazuh-manager sshd[2719]: Failed password for invalid user uploader from 45.153.34.112 port 45800 ssh2,,,,ddos,0
2026-06-22T05:50:39.138+0000,5710,5,"['syslog', 'sshd', 'authentication_failed', 'invalid_login']",wazuh-manager,,sshd,2026-06-22T05:50:38.532465+00:00 wazuh-manager sshd[2721]: Invalid user dev from 45.153.34.112 port 39256,,,,ddos,0
2026-06-22T05:50:41.140+0000,5503,5,"['pam', 'syslog', 'authentication_failed']",wazuh-manager,,pam,2026-06-22T05:50:39.649809+00:00 wazuh-manager sshd[2721]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=45.153.34.112 ,,,,ddos,0
2026-06-22T05:50:41.140+0000,5710,5,"['syslog', 'sshd', 'authentication_failed', 'invalid_login']",wazuh-manager,,sshd,2026-06-22T05:50:39.921461+00:00 wazuh-manager sshd[2723]: Invalid user jay from 45.153.34.112 port 39282,,,,ddos,0
2026-06-22T05:50:41.140+0000,5551,10,"['pam', 'syslog', 'authentication_failures']",wazuh-manager,,pam,2026-06-22T05:50:40.085667+00:00 wazuh-manager sshd[2723]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=45.153.34.112 ,,,,ddos,0
2026-06-22T05:50:43.141+0000,5710,5,"['syslog', 'sshd', 'authentication_failed', 'invalid_login']",wazuh-manager,,sshd,2026-06-22T05:50:41.643528+00:00 wazuh-manager sshd[2721]: Failed password for invalid user dev from 45.153.34.112 port 39256 ssh2,,,,ddos,0
2026-06-22T05:50:43.141+0000,5710,5,"['syslog', 'sshd', 'authentication_failed', 'invalid_login']",wazuh-manager,,sshd,2026-06-22T05:50:41.894236+00:00 wazuh-manager sshd[2725]: Invalid user admin1 from 45.153.34.112 port 39290,,,,ddos,0
2026-06-22T05:50:43.141+0000,5503,5,"['pam', 'syslog', 'authentication_failed']",wazuh-manager,,pam,2026-06-22T05:50:42.072636+00:00 wazuh-manager sshd[2725]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=45.153.34.112 ,,,,ddos,0
2026-06-22T05:50:43.141+0000,5710,5,"['syslog', 'sshd', 'authentication_failed', 'invalid_login']",wazuh-manager,,sshd,2026-06-22T05:50:42.219725+00:00 wazuh-manager sshd[2723]: Failed password for invalid user jay from 45.153.34.112 port 39282 ssh2,,,,ddos,0
2026-06-22T05:50:45.143+0000,5710,5,"['syslog', 'sshd', 'authentication_failed', 'invalid_login']",wazuh-manager,,sshd,2026-06-22T05:50:43.479200+00:00 wazuh-manager sshd[2725]: Failed password for invalid user admin1 from 45.153.34.112 port 39290 ssh2,,,,ddos,0
2026-06-22T05:50:47.145+0000,5710,5,"['syslog', 'sshd', 'authentication_failed', 'invalid_login']",wazuh-manager,,sshd,2026-06-22T05:50:45.291275+00:00 wazuh-manager sshd[2727]: Invalid user user2 from 45.153.34.112 port 60282,,,,ddos,0
2026-06-22T05:50:47.145+0000,5503,5,"['pam', 'syslog', 'authentication_failed']",wazuh-manager,,pam,2026-06-22T05:50:45.455160+00:00 wazuh-manager sshd[2727]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=45.153.34.112 ,,,,ddos,0
2026-06-22T05:50:49.147+0000,5710,5,"['syslog', 'sshd', 'authentication_failed', 'invalid_login']",wazuh-manager,,sshd,2026-06-22T05:50:47.940529+00:00 wazuh-manager sshd[2727]: Failed password for invalid user user2 from 45.153.34.112 port 60282 ssh2,,,,ddos,0
2026-06-22T05:50:49.147+0000,5503,5,"['pam', 'syslog', 'authentication_failed']",wazuh-manager,,pam,2026-06-22T05:50:48.738138+00:00 wazuh-manager sshd[2730]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=45.153.34.112 ,,,,ddos,0
2026-06-22T05:50:49.147+0000,5710,5,"['syslog', 'sshd', 'authentication_failed', 'invalid_login']",wazuh-manager,,sshd,2026-06-22T05:50:48.573759+00:00 wazuh-manager sshd[2730]: Invalid user username from 45.153.34.112 port 60288,,,,ddos,0
2026-06-22T05:50:51.149+0000,5710,5,"['syslog', 'sshd', 'authentication_failed', 'invalid_login']",wazuh-manager,,sshd,2026-06-22T05:50:50.967835+00:00 wazuh-manager sshd[2730]: Failed password for invalid user username from 45.153.34.112 port 60288 ssh2,,,,ddos,0
2026-06-22T05:50:53.151+0000,5710,5,"['syslog', 'sshd', 'authentication_failed', 'invalid_login']",wazuh-manager,,sshd,2026-06-22T05:50:52.165790+00:00 wazuh-manager sshd[2732]: Invalid user hadoop from 45.153.34.112 port 60292,,,,ddos,0
2026-06-22T05:50:53.151+0000,5503,5,"['pam', 'syslog', 'authentication_failed']",wazuh-manager,,pam,2026-06-22T05:50:52.341737+00:00 wazuh-manager sshd[2732]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=45.153.34.112 ,,,,ddos,0
2026-06-22T05:50:55.152+0000,5710,5,"['syslog', 'sshd', 'authentication_failed', 'invalid_login']",wazuh-manager,,sshd,2026-06-22T05:50:54.454855+00:00 wazuh-manager sshd[2732]: Failed password for invalid user hadoop from 45.153.34.112 port 60292 ssh2,,,,ddos,0
2026-06-22T05:50:57.154+0000,5710,5,"['syslog', 'sshd', 'authentication_failed', 'invalid_login']",wazuh-manager,,sshd,2026-06-22T05:50:55.499007+00:00 wazuh-manager sshd[2735]: Invalid user ethan from 45.153.34.112 port 38066,,,,ddos,0
2026-06-22T05:50:57.154+0000,5503,5,"['pam', 'syslog', 'authentication_failed']",wazuh-manager,,pam,2026-06-22T05:50:55.662953+00:00 wazuh-manager sshd[2735]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=45.153.34.112 ,,,,ddos,0
2026-06-22T05:50:59.156+0000,5710,5,"['syslog', 'sshd', 'authentication_failed', 'invalid_login']",wazuh-manager,,sshd,2026-06-22T05:50:58.948729+00:00 wazuh-manager sshd[2737]: Invalid user gabriel from 45.153.34.112 port 38070,,,,ddos,0
2026-06-22T05:50:59.156+0000,5710,5,"['syslog', 'sshd', 'authentication_failed', 'invalid_login']",wazuh-manager,,sshd,2026-06-22T05:50:57.521168+00:00 wazuh-manager sshd[2735]: Failed password for invalid user ethan from 45.153.34.112 port 38066 ssh2,,,,ddos,0
2026-06-22T05:50:59.191+0000,5503,5,"['pam', 'syslog', 'authentication_failed']",wazuh-manager,,pam,2026-06-22T05:50:59.188607+00:00 wazuh-manager sshd[2737]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=45.153.34.112 ,,,,ddos,0
2026-06-22T05:51:03.160+0000,5710,5,"['syslog', 'sshd', 'authentication_failed', 'invalid_login']",wazuh-manager,,sshd,2026-06-22T05:51:01.929854+00:00 wazuh-manager sshd[2737]: Failed password for invalid user gabriel from 45.153.34.112 port 38070 ssh2,,,,ddos,0
2026-06-22T05:51:03.160+0000,5503,5,"['pam', 'syslog', 'authentication_failed']",wazuh-manager,,pam,2026-06-22T05:51:02.564518+00:00 wazuh-manager sshd[2739]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=45.153.34.112 ,,,,ddos,0
2026-06-22T05:51:03.160+0000,5710,5,"['syslog', 'sshd', 'authentication_failed', 'invalid_login']",wazuh-manager,,sshd,2026-06-22T05:51:02.399766+00:00 wazuh-manager sshd[2739]: Invalid user tomcat from 45.153.34.112 port 38086,,,,ddos,0
2026-06-22T05:51:05.162+0000,5710,5,"['syslog', 'sshd', 'authentication_failed', 'invalid_login']",wazuh-manager,,sshd,2026-06-22T05:51:04.051275+00:00 wazuh-manager sshd[2739]: Failed password for invalid user tomcat from 45.153.34.112 port 38086 ssh2,,,,ddos,0
2026-06-22T05:51:07.164+0000,5710,5,"['syslog', 'sshd', 'authentication_failed', 'invalid_login']",wazuh-manager,,sshd,2026-06-22T05:51:05.716420+00:00 wazuh-manager sshd[2742]: Invalid user ftpuser from 45.153.34.112 port 35476,,,,ddos,0
2026-06-22T05:51:07.165+0000,5551,10,"['pam', 'syslog', 'authentication_failures']",wazuh-manager,,pam,2026-06-22T05:51:05.880186+00:00 wazuh-manager sshd[2742]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=45.153.34.112 ,,,,ddos,0
2026-06-22T05:51:09.167+0000,5710,5,"['syslog', 'sshd', 'authentication_failed', 'invalid_login']",wazuh-manager,,sshd,2026-06-22T05:51:07.777077+00:00 wazuh-manager sshd[2742]: Failed password for invalid user ftpuser from 45.153.34.112 port 35476 ssh2,,,,ddos,0
2026-06-22T05:51:11.168+0000,5503,5,"['pam', 'syslog', 'authentication_failed']",wazuh-manager,,pam,2026-06-22T05:51:09.356275+00:00 wazuh-manager sshd[2744]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=45.153.34.112  user=root,,,,ddos,0
2026-06-22T05:51:13.170+0000,5760,5,"['syslog', 'sshd', 'authentication_failed']",wazuh-manager,,sshd,2026-06-22T05:51:11.470321+00:00 wazuh-manager sshd[2744]: Failed password for root from 45.153.34.112 port 35488 ssh2,,,,ddos,0
2026-06-22T05:51:13.171+0000,5710,5,"['syslog', 'sshd', 'authentication_failed', 'invalid_login']",wazuh-manager,,sshd,2026-06-22T05:51:12.425657+00:00 wazuh-manager sshd[2747]: Invalid user deployer from 45.153.34.112 port 35504,,,,ddos,0
2026-06-22T05:51:13.171+0000,5503,5,"['pam', 'syslog', 'authentication_failed']",wazuh-manager,,pam,2026-06-22T05:51:12.725329+00:00 wazuh-manager sshd[2747]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=45.153.34.112 ,,,,ddos,0
2026-06-22T05:51:15.172+0000,5710,5,"['syslog', 'sshd', 'authentication_failed', 'invalid_login']",wazuh-manager,,sshd,2026-06-22T05:51:14.583703+00:00 wazuh-manager sshd[2747]: Failed password for invalid user deployer from 45.153.34.112 port 35504 ssh2,,,,ddos,0
2026-06-22T05:51:17.175+0000,5503,5,"['pam', 'syslog', 'authentication_failed']",wazuh-manager,,pam,2026-06-22T05:51:16.027777+00:00 wazuh-manager sshd[2749]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=45.153.34.112 ,,,,ddos,0
2026-06-22T05:51:17.174+0000,5710,5,"['syslog', 'sshd', 'authentication_failed', 'invalid_login']",wazuh-manager,,sshd,2026-06-22T05:51:15.863405+00:00 wazuh-manager sshd[2749]: Invalid user app from 45.153.34.112 port 35930,,,,ddos,0
2026-06-22T05:51:19.176+0000,5710,5,"['syslog', 'sshd', 'authentication_failed', 'invalid_login']",wazuh-manager,,sshd,2026-06-22T05:51:18.101759+00:00 wazuh-manager sshd[2749]: Failed password for invalid user app from 45.153.34.112 port 35930 ssh2,,,,ddos,0
2026-06-22T05:51:21.178+0000,5503,5,"['pam', 'syslog', 'authentication_failed']",wazuh-manager,,pam,2026-06-22T05:51:19.397470+00:00 wazuh-manager sshd[2751]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=45.153.34.112 ,,,,ddos,0
2026-06-22T05:51:21.178+0000,5710,5,"['syslog', 'sshd', 'authentication_failed', 'invalid_login']",wazuh-manager,,sshd,2026-06-22T05:51:19.219722+00:00 wazuh-manager sshd[2751]: Invalid user dev from 45.153.34.112 port 35946,,,,ddos,0
2026-06-22T05:51:23.180+0000,5710,5,"['syslog', 'sshd', 'authentication_failed', 'invalid_login']",wazuh-manager,,sshd,2026-06-22T05:51:21.215748+00:00 wazuh-manager sshd[2751]: Failed password for invalid user dev from 45.153.34.112 port 35946 ssh2,,,,ddos,0
2026-06-22T05:51:23.181+0000,5503,5,"['pam', 'syslog', 'authentication_failed']",wazuh-manager,,pam,2026-06-22T05:51:22.779848+00:00 wazuh-manager sshd[2753]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=45.153.34.112  user=root,,,,ddos,0
2026-06-22T05:51:25.182+0000,5760,5,"['syslog', 'sshd', 'authentication_failed']",wazuh-manager,,sshd,2026-06-22T05:51:25.009654+00:00 wazuh-manager sshd[2753]: Failed password for root from 45.153.34.112 port 35952 ssh2,,,,ddos,0
2026-06-22T05:51:27.185+0000,5710,5,"['syslog', 'sshd', 'authentication_failed', 'invalid_login']",wazuh-manager,,sshd,2026-06-22T05:51:26.050943+00:00 wazuh-manager sshd[2755]: Invalid user data from 45.153.34.112 port 49678,,,,ddos,0
2026-06-22T05:51:27.185+0000,5503,5,"['pam', 'syslog', 'authentication_failed']",wazuh-manager,,pam,2026-06-22T05:51:26.227866+00:00 wazuh-manager sshd[2755]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=45.153.34.112 ,,,,ddos,0
2026-06-22T05:51:29.187+0000,5710,5,"['syslog', 'sshd', 'authentication_failed', 'invalid_login']",wazuh-manager,,sshd,2026-06-22T05:51:27.674706+00:00 wazuh-manager sshd[2755]: Failed password for invalid user data from 45.153.34.112 port 49678 ssh2,,,,ddos,0
2026-06-22T05:51:31.187+0000,5503,5,"['pam', 'syslog', 'authentication_failed']",wazuh-manager,,pam,2026-06-22T05:51:29.561887+00:00 wazuh-manager sshd[2757]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=45.153.34.112 ,,,,ddos,0
2026-06-22T05:51:31.187+0000,5710,5,"['syslog', 'sshd', 'authentication_failed', 'invalid_login']",wazuh-manager,,sshd,2026-06-22T05:51:29.270855+00:00 wazuh-manager sshd[2757]: Invalid user deploy from 45.153.34.112 port 49682,,,,ddos,0
2026-06-22T05:51:33.189+0000,5710,5,"['syslog', 'sshd', 'authentication_failed', 'invalid_login']",wazuh-manager,,sshd,2026-06-22T05:51:32.737935+00:00 wazuh-manager sshd[2759]: Invalid user user1 from 45.153.34.112 port 55604,,,,ddos,0
2026-06-22T05:51:33.189+0000,5551,10,"['pam', 'syslog', 'authentication_failures']",wazuh-manager,,pam,2026-06-22T05:51:32.902227+00:00 wazuh-manager sshd[2759]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=45.153.34.112 ,,,,ddos,0
2026-06-22T05:51:33.189+0000,5710,5,"['syslog', 'sshd', 'authentication_failed', 'invalid_login']",wazuh-manager,,sshd,2026-06-22T05:51:31.420187+00:00 wazuh-manager sshd[2757]: Failed password for invalid user deploy from 45.153.34.112 port 49682 ssh2,,,,ddos,0
2026-06-22T05:51:35.191+0000,5712,10,"['syslog', 'sshd', 'authentication_failures']",wazuh-manager,,sshd,2026-06-22T05:51:35.172121+00:00 wazuh-manager sshd[2759]: Failed password for invalid user user1 from 45.153.34.112 port 55604 ssh2,,,,ddos,0
2026-06-22T05:51:37.193+0000,5710,5,"['syslog', 'sshd', 'authentication_failed', 'invalid_login']",wazuh-manager,,sshd,2026-06-22T05:51:36.110016+00:00 wazuh-manager sshd[2761]: Invalid user testuser from 45.153.34.112 port 55618,,,,ddos,0
2026-06-22T05:51:37.193+0000,5503,5,"['pam', 'syslog', 'authentication_failed']",wazuh-manager,,pam,2026-06-22T05:51:36.286123+00:00 wazuh-manager sshd[2761]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=45.153.34.112 ,,,,ddos,0
2026-06-22T05:51:39.195+0000,5710,5,"['syslog', 'sshd', 'authentication_failed', 'invalid_login']",wazuh-manager,,sshd,2026-06-22T05:51:37.772914+00:00 wazuh-manager sshd[2761]: Failed password for invalid user testuser from 45.153.34.112 port 55618 ssh2,,,,ddos,0
2026-06-22T05:51:41.197+0000,5710,5,"['syslog', 'sshd', 'authentication_failed', 'invalid_login']",wazuh-manager,,sshd,2026-06-22T05:51:39.531747+00:00 wazuh-manager sshd[2763]: Invalid user testuser from 45.153.34.112 port 55630,,,,ddos,0
2026-06-22T05:51:41.197+0000,5503,5,"['pam', 'syslog', 'authentication_failed']",wazuh-manager,,pam,2026-06-22T05:51:39.697639+00:00 wazuh-manager sshd[2763]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=45.153.34.112 ,,,,ddos,0
